word,phoneme,short_def,vi,hint_level
algebra,/ˈældʒəbrə/,a branch of mathematics,đại số học,4
algorithm,/ˈælgɝˌɪðəm/,rules to solve a problem,thuật toán,3
alias,/ˈeɪliːəs/,an additional name,bí danh,2
alibi,/ˈæləˌbaɪ/,evidence that proves innocence,bằng chứng ngoại phạm,2
alien,/ˈeɪliːən/,too different,người ngoài hành tinh,4
alienation,/ˌeɪliːəˈneɪʃən/,act of making one unfriendly,xa lánh,4
alignment,/əˈlaɪnmənt/,state of being in a line,căn chỉnh,4
alimony,/ˈæləˌmoʊni/,money given to a former partner,cấp dưỡng,2
alkali,/ˈælkəˌlaɪ/,a chemical substance,kiềm,3
alkalinity,/ˌælkəˈlɪnəti/,a chemistry term,độ kiềm,1
allah,/ˈɑːlə/,used for God in Islam,thánh allah,1
allegation,/ˌæləˈgeɪʃən/,statement about an illegal act,cáo buộc,4
allegiance,/əˈliːdʒəns/,loyal to a group or a country,lòng trung thành,3
allegory,/ˈæləˌgɔri/,a story with symbols for ideas,ngụ ngôn,1
allegro,/əˈlɛˌgroʊ/,music performed in a quick way,ngụ ngôn,1
allen wrench,/ˈælən/,a small tool,cờ lê allen,1
allergen,/ˈælɝdʒən/,a thing that causes a reaction,chất gây dị ứng,1
allergist,/ˈælɝdʒəst/,a type of medical specialist,dị ứng,1
allergy,/ˈælɝdʒi/,a sensitive physical reaction,dị ứng,4
alleviation,/əˌliːviːˈeɪʃən/,relief,giảm nhẹ,4
alley,/ˈæli/,a narrow street,hẻm,4
up someone's alley,/ˈʌp/,suited to one's abilities,lên ngõ của ai đó,1
alleyway,/ˈæliːˌweɪ/,passage between buildings,ngõ hẻm,1
all fools' day,/ˈɔl/,a day to play tricks,ngày cá tháng tư,1
as all get-out,"/ˈæz/, /ˈɛz/",very or extremely,như tất cả nhận ra,1
alliance,/əˈlaɪəns/,a union between groups,liên minh,4
alligator,/ˈæləˌgeɪtɝ/,the skin of a large reptile,cá sấu,2
alliteration,/əˈlɪtɝˌeɪʃən/,words beginning with the same sound,phép điệp âm,2
allocation,/ˌæləˈkeɪʃən/,assigning data to a disc,phân bổ,4
allotment,/əˈlɑːtmənt/,rented land used as a garden,phân bổ,4
allowance,/əˈlaʊəns/,an adjustment for differences,phụ cấp,4
alloy,/ˈæˌlɔɪ/,a combination of metals,hợp kim,4
allspice,/ˈɔlˌspaɪs/,a type of seasoning,tiêu,1
allure,/əˈlʊr/,power to attract,quyến rũ,4
allusion,/əˈluːʒən/,a statement that refers to,ám chỉ,4
ally,"/ˈælaɪ/, /əˈlaɪ/",to join with another for support,đồng minh,4
almanac,/ˈɑːlməˌnæk/,annual book of data,niên giám,1
almond,/ˈɑːmənd/,nut that has a sweet taste,hạnh nhân,2
almoner,/ˈɑːlmənɝ/,a social worker in a hospital,người bố thí,1
alms,"/ˈɑːlmz/, /ˈɑːmz/",gifts given to the poor,bố thí,1
almshouse,"/ˈɑːlmz/, /ˈɑːmz/",building where the poor live,nhà khất thực,1
aloe,/ˈæˌloʊ/,a plant with heavy leaves,nha đam,2
aloofness,/əˈluːfnəs/,state of emotional distance,xa cách,1
alpaca,/ælˈpækə/,a kind of animal,lạc đà không bướu,1
alpha,/ˈælfə/,to describe the first version,chữ cái,2
the alpha and omega,"/ðə/, /ˈðʌ/, /ði/",the most important part of,alpha và omega,1
alphabet,/ˈælfəˌbɛt/,the letters of a language,bảng chữ cái,4
alphabetization,/ˌælfəˌbɛtəˈzeɪʃən/,the act of putting in order,bảng chữ cái,1
alsatian,/ælˈseɪʃən/,a large dog used by police,một con chó lớn được sử dụng bởi cảnh sát,1
altar,/ˈɔltɝ/,table used in church services,bàn thờ,3
led to the altar,/ˈlɛd/,to get married,dẫn đến bàn thờ,1
left at the altar,/ˈlɛft/,to be left on a wedding day,để ở bàn thờ,1
alteration,/ˌɔltɝˈeɪʃən/,the act of changing something,thay đổi,4
altercation,/ˌɑːltɝˈkeɪʃən/,an angry argument,ẩu đả,2
alter ego,/ˈɔltɝ/,different version of yourself,thay đổi cái tôi,1
alternation,/ˈɔltɝˌneɪʃən/,change from a state to another,luân phiên,4
alternate,"/ˈɔltɝnət/, /ˈɔltɝˌneɪt/",a substitute,luân phiên,4
alternator,/ˈɔltɝˌneɪtɝ/,device that makes electricity,máy phát điện xoay chiều,2
altimeter,/ælˈtɪmətɝ/,device to measure high heights,máy đo độ cao,1
altitude,/ˈæltəˌtuːd/,height above the sea level,độ cao,4
alto,/ˈæltoʊ/,having this range,có phạm vi này,2
altruism,/ˈæltruːˌɪzəm/,a desire to help,lòng vị tha,1
alum,"/ˈæləm/, /əˈlʌm/",one who attended a school,phèn chua,1
aluminum,/əˈluːmənəm/,a type of silver metal,nhôm,2
alumna,/əˈlʌmnə/,an old student of a school,cựu sinh viên,1
alumnus,/əˈlʌmnəs/,one who was a student,sinh viên,2
amalgam,/əˈmælgəm/,a mixture of different things,hỗn hống,1
amalgamation,/əˌmælgəˈmeɪʃən/,the combination of companies,sự pha trộn,1
amateur,"/ˈæməˌtʃɝː/, /ˈæməˌtɝː/",one who does a thing poorly,nghiệp dư,4
amateurism,/ˈæməˌtʃɝːɪzəm/,a belief in sports for fun only,nghiệp dư,1
amazement,/əˈmeɪzmənt/,a feeling of surprise,kinh ngạc,4
ambassador,/æmˈbæsədɝ/,a country's representative,đại sứ,4
amber,/ˈæmbɝ/,a valuable orange yellow stone,hổ phách,3
ambidextrousness,/ˌæmbɪˈdɛkstrəs/,state of using both hands well,thuận cả hai tay,1
ambience,/ˈæmbiːəns/,the mood of a specific place,bầu không khí,2
ambiguity,/ˌæmbɪgˈjuːəti/,a thing with no clear meaning,mơ hồ,4
ambit,/ˈæmbəˌsoʊn/,range covered by something,phạm vi,1
ambition,/æmˈbɪʃən/,a particular goal,tham vọng,5
ambivalence,/æmˈbɪvələns/,state of mixed feelings,sự mâu thuẫn,2
ambulance,/ˈæmbjələns/,vehicle to transport the sick,xe cứu thương,4
ambush,/ˈæmˌbʊʃ/,a surprise attack,phục kích,2
amelioration,/əˌmiːljɝˈeɪʃən/,the act of removing suffering,sự cải thiện,1
amendment,/əˈmɛndmənt/,a change to a law,sửa đổi,4
amends,/əˈmɛndz/,a compensation for a wrong,sửa đổi,2
amenity,/əˈmɛnəti/,a thing that makes life easier,tiện nghi,3
amerasian,"/ˌæmɛˈrɑːdə/, /ˌæmɝˈɑːdə/",one of US and Asian origin,con lai,1
americana,/əˌmɛrɪˈkænə/,things produced in the U.S.,mỹ,1
americanism,/əˈmɛrɪkəˌnɪzəm/,a unique US English word,chủ nghĩa mỹ,1
the american league,"/ðə/, /ˈðʌ/, /ði/",a major league in US baseball,liên đoàn mỹ,1
the american revolution,"/ðə/, /ˈðʌ/, /ði/",war for American independence,cuộc cách mạng mỹ,1
american sign language,/əˈmɛrɪkən/,a type of sign language,ngôn ngữ ký hiệu của mỹ,1
amerindian,/ˌæmɝˈɪndiːən/,native american,người da đỏ,1
amethyst,/ˈæmɪθɪst/,a purple stone used as gem,thạch anh tím,1
amiability,/ˌeɪmiːəˈbɪləti/,a friendly attitude,hòa nhã,1
amicability,/ˈeɪmiːəbli/,usual state of being friendly,thân thiện,1
amigo,/əˈmiːˌgoʊ/,friend,bạn thân,2
amity,/ˈæmɪti/,a feeling of friendship,hữu nghị,1
ammo,/ˈæˌmoʊ/,the objects shot from weapons,đạn,2
ammonia,/əˈmoʊnjə/,a cleaning liquid,amoniac,3
ammunition,/ˌæmjəˈnɪʃən/,the objects shot from weapons,đạn dược,4
amnesia,/æmˈniːʒə/,memory loss,mất trí nhớ,2
amnesiac,/æmˈniːziːˌæk/,one suffering from memory loss,mất trí nhớ,1
amnesty,/ˈæmnəsti/,a decision to not punish,ân xá,3
amniocentesis,/ˌæmniːoʊˌsɛnˈtiːsɪs/,a test on an unborn baby,chọc ối,1
amoeba,/əˈmiːbə/,a single celled living thing,amip,1
amorality,/eɪˈmɔrəl/,quality of not having morals,vô đạo đức,1
amorousness,/ˈæmɝəs/,the causing of sexual feelings,đa tình,1
amortization,/ˌæmɝtɪˈzeɪʃən/,a business term,khấu hao,1
amour,/ˌɑːˈmuːr/,a secret love affair,áo giáp,1
amp,/ˈæmp/,a device to increase volume,bộ khuếch đại,3
amperage,/ˈæmˌpɝːɪdʒ/,strength of electric current,cường độ dòng điện,1
ampere,/ˈæmˌpɝː/,unit to measure current flow,ampe,1
ampersand,/ˈæmpɝˌsænd/,& symbol meaning `and`,dấu và,1
amphetamine,/æmˈfɛtəˌmiːn/,a drug,một loại thuốc,1
amphibian,/æmˈfɪbiːən/,a type of animal,lưỡng cư,1
amphitheater,/ˈæmfəθiːˈeɪtɝ/,level area surrounded by hills,giảng đường,1
amplifier,/ˈæmpləˌfaɪɝ/,device used to increase sound,khuếch đại,3
amplification,/ˌæmpləfəˈkeɪʃən/,amount of increase in power,khuếch đại,4
amplitude,/ˈæmpləˌtuːd/,a measurement of movement,biên độ,1
ampule,/ˈæmpɔl/,a small glass container,ống tiêm,2
amputation,/ˌæmpjəˈteɪʃən/,act of removing an arm or leg,cắt cụt chi,2
amputee,/ˈæmpjəˈtiː/,one who has had a limb removed,người cụt tay,1
amulet,/ˈæmjələt/,object worn as a protection,bùa hộ mệnh,2
amusement,/əˈmjuːzmənt/,something that entertains,vui chơi giải trí,4
anachronism,/əˈnækrəˌnɪzəm/,one who belongs to the past,lỗi thời,2
anaconda,/ˌænəˈkɑːndə/,a type of large snake,trăn anaconda,1
anagram,/ˈænəˌgræm/,word made by changing letters,đảo ngữ,2
analgesia,/ˈeɪnəl/,loss of ability to feel pain,giảm đau,1
analgesic,/ˌænəlˈdʒiːsɪk/,a drug that reduces pain,giảm đau,1
analogue,/ˈænəˌlɔg/,something similar,tương tự,4
analogy,/əˈnælədʒi/,a comparison of two things,sự giống nhau,4
in the final analysis,"/ɪn/, /ˈɪn/",after considering everything,trong phân tích cuối cùng,1
analyst,/ˈænəlɪst/,one who studies a thing,nhà phân tích,4
anarchism,/æˈnɑːrkɪkəl/,belief in no government or law,chủ nghĩa vô chính phủ,1
anarchist,/ˈænɝˌkɪst/,one who hates govt and laws,người theo chủ nghĩa vô chính phủ,2
anarchy,/ˈænɝˌkiː/,political disorder,tình trạng vô chính phủ,2
anathema,/əˈnæθəmə/,one that is not liked,bệnh ghẻ lở,1
anatomy,/əˈnætəmi/,study of parts of living things,giải phẫu học,3
anatomist,/əˈnætəmɪst/,an expert in living structures,nhà giải phẫu học,1
ancestor,/ˈænˌsɛstɝ/,one from which others evolved,tổ tiên,4
ancestry,/ˈænsɛstri/,one's family in the past,tổ tiên,4
anchor,/ˈæŋkɝ/,tool to hold a boat in place,mỏ neo,4
anchorage,/ˈæŋkərɪdʒ/,a place to secure boats,neo đậu,4
anchorite,/ˈæŋkɝɪŋ/,one who is religious and alone,ẩn sĩ,1
anchorman,"/ˈæŋkɝˌmæn/, /ˈæŋkɝmən/",one who reads the news on TV,người thả neo,1
anchorwoman,/ˈæŋkɝz/,a woman who reports the news,người phụ nữ thả neo,1
anchovy,"/ænˈtʃoʊvi/, /ˈænˌtʃoʊvi/",a small fish,cá cơm,1
andante,/ɑːnˈdɑːnteɪ/,a slow piece of music,một bản nhạc chậm,1
andiron,/ˈænˌdaɪɝn/,a metal stand for wood,đồng sắt,1
androgyny,/ænˈdrɔdʒəni/,showing qualities of both sexes,ái nam ái nữ,1
android,/ˈænˌdrɔɪd/,robot that looks like a person,robot trông giống như một người,2
anecdote,/ˈænɪkˌdoʊt/,a short story,giai thoại,4
anemia,/əˈniːmiːə/,lack of red blood cells,thiếu máu,2
anemone,"/ˈænɪˌmoʊn/, /əˈnɛməni/",a sea animal,hải quỳ,1
anesthesia,/ˌænɪsˈθiːˌʒiːə/,loss of feeling by drugs,gây tê,2
anesthesiologist,/ˌænəsˌθiːziːˈɑːlədʒɪst/,a kind of doctor,bác sĩ gây mê,2
anesthetic,/ˌænəsˈθɛtɪk/,a drug to reduce pain,thuốc mê,2
anesthetist,/əˈnɛsθɛtɪst/,specialist in pain relief,bác sĩ gây mê,1
angel,/ˈeɪndʒəl/,one who is very kind or beautiful,thiên thần,4
angina,/ænˈdʒaɪnə/,a type of heart disease,đau thắt ngực,2
angler,/ˈæŋglɝ/,one who catches fish for joy,người câu cá,1
anglican,/ˈæŋglɪkən/,member of the Church of England,anh giáo,3
anglicanism,/ˈæŋglɪkən/,of the Church of England,anh giáo,1
anglo,/ˈæŋgloʊ/,white person living in the US,tiếng anh,1
anglophile,/ˈængləˌfaɪl/,one who admires England,một người ngưỡng mộ nước anh,1
anglophobe,/ˈængləˌfaɪl/,one who does not like England,người nói tiếng anh,1
anglo-saxon,/ˈæŋgloʊkəˈθɔləˌsɪzəm/,an old type of English,một loại tiếng anh cũ,3
angora,/æŋˈgɔrə/,type of animal with long hair,loại động vật có lông dài,2
angst,/ˈɑːŋkst/,a strong worried feeling,sợ,2
anguish,/ˈæŋgwɪʃ/,extreme suffering,đau khổ,4
angularity,/ˈæŋgjəlɝ/,the property of having angles,góc cạnh,1
animation,/ˌænəˈmeɪʃən/,a way of making a movie,hoạt hình,4
animator,/ˈænəˌmeɪtɝ/,one who makes movies with drawings,họa sĩ hoạt hình,1
anime,/ˈænəˌmeɪtɝz/,a style of movies with drawings,phim hoạt hình,1
animism,/ˈænəˌmɪzəm/,a belief in spirits,thuyết vật linh,1
animosity,/ˌænəˈmɑːsəti/,a feeling of dislike,sự thù địch,2
animus,/ˈænɪməs/,a feeling of hate,thù hận,1
anise,/ˈænəs/,a kind of plant,cây hồi,2
aniseed,/ˈænəˌsiːd/,the seed of a plant,hột cây hồi hương,1
anisette,/ˌænəˈsɛt/,a sweet drink with alcohol,cây hồi,1
ankle,/ˈæŋkəl/,joint between the foot and leg,mắt cá,5
anklet,/ˈæŋklɪt/,jewelry worn above the foot,vòng chân,1
annals,/ˈænəlz/,official records of a company,biên niên sử,2
annexation,/ˌænɛkˈseɪʃən/,the formal act of acquiring,thôn tính,4
annex,"/ˈæˌnɛks/, /əˈnɛks/",to add to a country,phụ lục,4
annihilation,/əˌnaɪəˈleɪʃən/,complete destruction,sự hủy diệt,2
anniversary,/ˌænəˈvɝːsɝi/,a celebrated date,dịp kỉ niệm,5
annotation,/ˌænəˈteɪʃən/,the act of adding notes,chú thích,1
announcer,/əˈnaʊnsɝ/,one who gives information,phát thanh viên,2
annoyance,/əˈnɔɪəns/,slight anger,khó chịu,4
annuity,"/əˈnuːɪti/, /ənˈjuːɪti/",investment that pays each year,niên kim,1
annulment,/ˈænəlmənt/,the act of cancelling,bãi bỏ,2
the annunciation,"/ðə/, /ˈðʌ/, /ði/",a Christian holiday,truyền tin,1
anode,/ˈæˌnoʊd/,part of an electric device,cực dương,1
anointment,/əˈnɔɪntɪd/,the act of applying oil,sự xức dầu,1
anomaly,/əˈnɑːməli/,something that is not usual,nghĩa bóng,2
anonymity,/ˌænəˈnɪmɪti/,the state of being unknown,ẩn danh,4
anorak,/ˈænɝˌæk/,a jacket with a cap,áo trùm đầu,1
anorexia,/ˌænɝˈɛksiːə/,an eating disorder,chán ăn,3
anorexic,/ˌænɝˈɛksɪk/,one with an eating problem,biếng ăn,2
a. n. other,"/ə/, /ˈeɪ/",to refer to an unknown person,khác,1
answerphone,/ˈænsɝɪŋ/,a machine that takes calls,điện thoại trả lời,1
ant,/ˈænt/,a kind of small insect,con kiến,4
ants in your pants,/ˈænts/,a strong desire to be active,kiến trong quần của bạn,1
antacid,/ænˈtæsəd/,medicine that prevents pain,thuốc kháng axit,2
antagonism,/ænˈtægəˌnɪzəm/,a strong feeling of dislike,đối kháng,4
antagonist,/ænˈtægənəst/,one who opposes another,nhân vật phản diện,4
the antarctic circle,"/ðə/, /ˈðʌ/, /ði/",imaginary line around the Earth,vòng nam cực,1
ante,/ˈænti/,money needed to start a game,trước,2
anteater,/ˈænˌtiːtɝ/,an animal that eats insects,thú ăn kiến,1
antecedent,"/ˌænˈtɛsədənt/, /ˌæntɪˈsiːdənt/",a word represented by another,tiền lệ,1
antechamber,"/ˌæntɪˈsiːdənts/, /ˌænˈtɛsədənts/",a waiting room,tiền sảnh,1
antelope,/ˈæntəˌloʊp/,a type of animal,con linh dương,2
antenna,/ænˈtɛnə/,device to send or receive signals,ăng-ten,4
anteroom,/ænˈtɪriːɝˌmoʊst/,a waiting room,phòng chờ,1
anthem,/ˈænθəm/,a formal song of praise,quốc ca,3
anther,/ˈænθəmz/,a part of a flower,bao phấn,1
anthill,/ˈæntˌhɪl/,a raised area built by insects,tổ kiến,1
anthology,/ænˈθɔləˌdʒiː/,a collection of works,tuyển tập,2
anthracite,/ˈænθrəˌsaɪt/,a hard type of coal,than antraxit,1
anthrax,/ˈænθræks/,a serious animal disease,bệnh than,2
anthropology,/ˌænθrəˈpɑːlədʒi/,the study of human beings,nhân chủng học,3
anthropologist,/ˌænθrəˈpɑːlədʒɪst/,one studying human cultures,nhà nhân chủng học,3
antibiotic,"/ˌæntiːbaɪˈɑːtɪk/, /ˌæntaɪbaɪˈɑːtɪk/",a drug to cure infections,kháng sinh,4
antibody,"/ˈæntɪˌbɑːdi/, /ˈæntiːˌbɑːdi/",substance made by the body,kháng thể,2
anticipation,"/ænˌtɪsəˈpeɪʃən/, /æntɪsəˈpeɪʃən/",excitement about the future,dự đoán,4
anticlimax,/ˌæntiːklaɪˈmæktɪk/,a less exciting ending,cực khoái,1
anticoagulant,/ɑːnˈtiːkoʊ/,a drug to keep blood flowing,thuốc kháng đông,1
antics,/ˈæntɪks/,funny actions,trò hề,2
anticyclone,/ˌæntiːˈsaɪˌkloʊn/,winds in a high pressure area,chống bão,1
antidepressant,/ˌæntiːdɪˈprɛsənt/,a drug that eases depression,thuốc chống trầm cảm,2
antidote,"/ˈæntɪˌdoʊt/, /ˈænɪˌdoʊt/",thing that stops bad effects,thuốc giải độc,2
antifreeze,/ˈæntiːˌfriːz/,substance to prevent freezing,chất chống đông,1
antigen,/ˈæntədʒən/,a bad substance for the body,kháng nguyên,1
antihero,/ænˈtiːgwə/,an unusual main character,nhân vật phản diện,1
antihistamine,/ˌæntiːˈhɪstəmən/,a drug to treat allergies,thuốc dị ứng,2
antimony,/ˌænˌtaɪˈmɪsəl/,a metal that breaks easily,antimon,1
antioxidant,/ˌæntiːˈɑːksədənt/,item that stops food going bad,chống oxy hóa,1
antipasto,/ˌæntiːˈɑːksədənts/,the first course of a meal,món khai vị,1
antipathy,/ænˈtɪpəθi/,a strong feeling of dislike,ác cảm,1
antiperspirant,/ænˌtaɪpɝsəˈnɛl/,substance to stop body smells,chất chống mồ hôi,1
antipodes,/ænˈtɪpədəl/,opposite locations on Earth,đối âm,1
antiquarian,"/ˌæntaɪˈpɑːvɝti/, /ˌæntiːˈpɑːvɝti/",of the study of ancient things,đồ cổ,1
antiquary,"/ˌæntaɪˈpɑːvɝti/, /ˌæntiːˈpɑːvɝti/",one who deals with old things,đồ cổ,1
antique,/ænˈtiːk/,old and often valuable,đồ cổ,4
antiquity,/ænˈtɪkwəti/,ancient objects,cổ xưa,3
anti-semite,/ˈæntiːɪnˈfɛktɪv/,,bài do thái,1
antiseptic,/ˌæntəˈsɛptɪk/,substance that stops infection,sát trùng,1
antithesis,/ænˈtɪθəsəs/,the exact opposite of,phản đề,1
